munci_comm,non_org,is_org,pct_is_org,total_parcels,year,class_category,place
NEAR WEST SIDE,72.0,267.0,0.7876106194690266,339.0,2021,7+ unit properties,Chicago
NEW CITY,24.0,18.0,0.42857142857142855,42.0,2021,7+ unit properties,Chicago
NORTH CENTER,53.0,82.0,0.6074074074074074,135.0,2021,7+ unit properties,Chicago
NORTH LAWNDALE,103.0,91.0,0.4690721649484536,194.0,2021,7+ unit properties,Chicago
NORTH PARK,44.0,27.0,0.38028169014084506,71.0,2021,7+ unit properties,Chicago
NORTHFIELD TWP,0.0,4.0,1.0,4.0,2021,7+ unit properties,Suburban Cook
NORWOOD PARK,35.0,32.0,0.47761194029850745,67.0,2021,7+ unit properties,Chicago
OAKLAND,23.0,62.0,0.7294117647058823,85.0,2021,7+ unit properties,Chicago
OHARE,21.0,14.0,0.4,35.0,2021,7+ unit properties,Chicago
PORTAGE PARK,84.0,108.0,0.5625,192.0,2021,7+ unit properties,Chicago
PULLMAN,3.0,1.0,0.25,4.0,2021,7+ unit properties,Chicago
RIVERDALE,1.0,1.0,0.5,2.0,2021,7+ unit properties,Chicago
ROGERS PARK,231.0,313.0,0.5753676470588235,544.0,2021,7+ unit properties,Chicago
ROSELAND,34.0,65.0,0.6565656565656566,99.0,2021,7+ unit properties,Chicago
SOUTH CHICAGO,48.0,81.0,0.627906976744186,129.0,2021,7+ unit properties,Chicago
SOUTH DEERING,0.0,1.0,1.0,1.0,2021,7+ unit properties,Chicago
SOUTH LAWNDALE,39.0,31.0,0.44285714285714284,70.0,2021,7+ unit properties,Chicago
SOUTH SHORE,174.0,403.0,0.6984402079722704,577.0,2021,7+ unit properties,Chicago
STICKNEY TWP,1.0,0.0,0.0,1.0,2021,7+ unit properties,Suburban Cook
UPTOWN,170.0,254.0,0.5990566037735849,424.0,2021,7+ unit properties,Chicago
VILLAGE OF ALSIP,50.0,31.0,0.38271604938271603,81.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF ARLINGTON HEIGHTS,41.0,44.0,0.5176470588235295,85.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF BARRINGTON,12.0,1.0,0.07692307692307693,13.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF BARTLETT,0.0,1.0,1.0,1.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF BELLWOOD,14.0,13.0,0.48148148148148145,27.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF BERKELEY,2.0,8.0,0.8,10.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF BRIDGEVIEW,29.0,9.0,0.23684210526315788,38.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF BROADVIEW,30.0,16.0,0.34782608695652173,46.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF BROOKFIELD,6.0,9.0,0.6,15.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF BUFFALO GROVE,1.0,1.0,0.5,2.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF BURNHAM,5.0,10.0,0.6666666666666666,15.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF CALUMET PARK,57.0,14.0,0.19718309859154928,71.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF CHICAGO RIDGE,51.0,43.0,0.4574468085106383,94.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF CRESTWOOD,4.0,8.0,0.6666666666666666,12.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF DEERFIELD,1.0,0.0,0.0,1.0,2021,7+ unit properties,
VILLAGE OF DOLTON,5.0,8.0,0.6153846153846154,13.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF ELK GROVE VILLAGE,4.0,4.0,0.5,8.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF ELMWOOD PARK,28.0,23.0,0.45098039215686275,51.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF EVERGREEN PARK,23.0,13.0,0.3611111111111111,36.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF FLOSSMOOR,2.0,3.0,0.6,5.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF FORD HEIGHTS,1.0,0.0,0.0,1.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF FOREST PARK,61.0,56.0,0.47863247863247865,117.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF FRANKLIN PARK,55.0,18.0,0.2465753424657534,73.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF GLENCOE,1.0,5.0,0.8333333333333334,6.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF GLENVIEW,15.0,8.0,0.34782608695652173,23.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF GLENWOOD,7.0,1.0,0.125,8.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF HANOVER PARK,9.0,6.0,0.4,15.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF HARWOOD HEIGHTS,36.0,15.0,0.29411764705882354,51.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF HAZELCREST,1.0,3.0,0.75,4.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF HILLSIDE,15.0,23.0,0.6052631578947368,38.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF HOFFMAN ESTATES,7.0,5.0,0.4166666666666667,12.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF HOMEWOOD,2.0,20.0,0.9090909090909091,22.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF INDIAN HEAD PARK,1.0,0.0,0.0,1.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF JUSTICE,11.0,6.0,0.35294117647058826,17.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF KENILWORTH,2.0,0.0,0.0,2.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF LA GRANGE,12.0,22.0,0.6470588235294118,34.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF LA GRANGE PARK,22.0,9.0,0.2903225806451613,31.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF LANSING,48.0,24.0,0.3333333333333333,72.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF LEMONT,17.0,16.0,0.48484848484848486,33.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF LYONS,30.0,31.0,0.5081967213114754,61.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF MATTESON,12.0,35.0,0.7446808510638298,47.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF MAYWOOD,21.0,38.0,0.6440677966101694,59.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF MELROSE PARK,50.0,44.0,0.46808510638297873,94.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF MERRIONETTE PARK,8.0,4.0,0.3333333333333333,12.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF MIDLOTHIAN,31.0,6.0,0.16216216216216217,37.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF MORTON GROVE,3.0,2.0,0.4,5.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF MT PROSPECT,12.0,57.0,0.8260869565217391,69.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF NILES,14.0,13.0,0.48148148148148145,27.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF NORRIDGE,10.0,8.0,0.4444444444444444,18.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF NORTH RIVERSIDE,14.0,8.0,0.36363636363636365,22.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF NORTHBROOK,5.0,1.0,0.16666666666666666,6.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF NORTHFIELD,1.0,2.0,0.6666666666666666,3.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF OAK LAWN,51.0,43.0,0.4574468085106383,94.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF OAK PARK,113.0,160.0,0.5860805860805861,273.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF ORLAND HILLS,42.0,0.0,0.0,42.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF ORLAND PARK,19.0,6.0,0.24,25.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF PALATINE,21.0,60.0,0.7407407407407407,81.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF PARK FOREST,1.0,2.0,0.6666666666666666,3.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF PHOENIX,0.0,2.0,1.0,2.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF POSEN,0.0,4.0,1.0,4.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF RICHTON PARK,8.0,1.0,0.1111111111111111,9.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF RIVER FOREST,6.0,4.0,0.4,10.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF RIVER GROVE,25.0,22.0,0.46808510638297873,47.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF RIVERDALE,35.0,80.0,0.6956521739130435,115.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF RIVERSIDE,10.0,12.0,0.5454545454545454,22.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF ROBBINS,3.0,0.0,0.0,3.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF ROSELLE,1.0,0.0,0.0,1.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF SAUK VILLAGE,1.0,0.0,0.0,1.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF SCHAUMBURG,15.0,17.0,0.53125,32.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF SCHILLER PARK,11.0,19.0,0.6333333333333333,30.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF SKOKIE,56.0,82.0,0.5942028985507246,138.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF SOUTH CHICAGO HEIGHTS,1.0,12.0,0.9230769230769231,13.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF SOUTH HOLLAND,0.0,1.0,1.0,1.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF STICKNEY,31.0,4.0,0.11428571428571428,35.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF STONE PARK,10.0,8.0,0.4444444444444444,18.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF STREAMWOOD,0.0,1.0,1.0,1.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF SUMMIT,9.0,6.0,0.4,15.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF THORNTON,4.0,3.0,0.42857142857142855,7.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF TINLEY PARK,28.0,27.0,0.4909090909090909,55.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF UNIVERSITY PARK,0.0,1.0,1.0,1.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF WESTERN SPRINGS,4.0,1.0,0.2,5.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF WHEELING,8.0,30.0,0.7894736842105263,38.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF WILLOW SPRINGS,3.0,2.0,0.4,5.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF WILMETTE,7.0,26.0,0.7878787878787878,33.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF WINNETKA,5.0,25.0,0.8333333333333334,30.0,2021,7+ unit properties,Suburban Cook
VILLAGE OF WORTH,20.0,20.0,0.5,40.0,2021,7+ unit properties,Suburban Cook
WASHINGTON HEIGHTS,26.0,51.0,0.6623376623376623,77.0,2021,7+ unit properties,Chicago
WASHINGTON PARK,33.0,92.0,0.736,125.0,2021,7+ unit properties,Chicago
WEST ELSDON,15.0,1.0,0.0625,16.0,2021,7+ unit properties,Chicago
WEST ENGLEWOOD,29.0,29.0,0.5,58.0,2021,7+ unit properties,Chicago
WEST GARFIELD PARK,22.0,29.0,0.5686274509803921,51.0,2021,7+ unit properties,Chicago
WEST LAWN,21.0,11.0,0.34375,32.0,2021,7+ unit properties,Chicago
WEST PULLMAN,6.0,8.0,0.5714285714285714,14.0,2021,7+ unit properties,Chicago
WEST RIDGE,196.0,195.0,0.49872122762148335,391.0,2021,7+ unit properties,Chicago
WEST TOWN,146.0,372.0,0.7181467181467182,518.0,2021,7+ unit properties,Chicago
WOODLAWN,58.0,105.0,0.6441717791411042,163.0,2021,7+ unit properties,Chicago
ALBANY PARK,3018.0,137.0,0.043423137876386686,3155.0,2022,single-family,Chicago
ARCHER HEIGHTS,1770.0,49.0,0.026937877954920284,1819.0,2022,single-family,Chicago
ARMOUR SQUARE,174.0,10.0,0.05434782608695652,184.0,2022,single-family,Chicago
ASHBURN,10558.0,433.0,0.03939586934764808,10991.0,2022,single-family,Chicago
AUBURN GRESHAM,7195.0,835.0,0.10398505603985056,8030.0,2022,single-family,Chicago
AUSTIN,8669.0,526.0,0.05720500271886895,9195.0,2022,single-family,Chicago
AVALON PARK,2512.0,263.0,0.09477477477477478,2775.0,2022,single-family,Chicago
AVONDALE,1733.0,103.0,0.056100217864923745,1836.0,2022,single-family,Chicago
BARRINGTON TWP,140.0,13.0,0.08496732026143791,153.0,2022,single-family,Suburban Cook
BELMONT CRAGIN,7676.0,281.0,0.035314817142139,7957.0,2022,single-family,Chicago
BEVERLY,5939.0,363.0,0.057600761662964135,6302.0,2022,single-family,Chicago
BLOOM TWP,467.0,29.0,0.05846774193548387,496.0,2022,single-family,Suburban Cook
BREMEN TWP,567.0,39.0,0.06435643564356436,606.0,2022,single-family,Suburban Cook
BRIDGEPORT,2467.0,106.0,0.04119704624951419,2573.0,2022,single-family,Chicago
BRIGHTON PARK,2914.0,106.0,0.035099337748344374,3020.0,2022,single-family,Chicago
BURNSIDE,550.0,84.0,0.13249211356466878,634.0,2022,single-family,Chicago
CALUMET HEIGHTS,3731.0,399.0,0.09661016949152543,4130.0,2022,single-family,Chicago
CHATHAM,4227.0,446.0,0.09544190027819388,4673.0,2022,single-family,Chicago
CHICAGO LAWN,7168.0,346.0,0.046047378227309026,7514.0,2022,single-family,Chicago
CITY OF BERWYN,9346.0,427.0,0.04369180394965722,9773.0,2022,single-family,Suburban Cook
CITY OF BLUE ISLAND,3720.0,158.0,0.0407426508509541,3878.0,2022,single-family,Suburban Cook
CITY OF BURBANK,6009.0,248.0,0.039635608118906825,6257.0,2022,single-family,Suburban Cook
CITY OF CALUMET CITY,6978.0,650.0,0.08521237545883587,7628.0,2022,single-family,Suburban Cook
CITY OF CHICAGO HEIGHTS,5607.0,375.0,0.06268806419257773,5982.0,2022,single-family,Suburban Cook
CITY OF CICERO,8319.0,266.0,0.03098427489807804,8585.0,2022,single-family,Suburban Cook
CITY OF COUNTRY CLUB HILLS,2533.0,283.0,0.10049715909090909,2816.0,2022,single-family,Suburban Cook
CITY OF COUNTRYSIDE,869.0,62.0,0.06659505907626208,931.0,2022,single-family,Suburban Cook
CITY OF DES PLAINES,10261.0,474.0,0.04415463437354448,10735.0,2022,single-family,Suburban Cook
CITY OF ELGIN,3113.0,74.0,0.023219328522121118,3187.0,2022,single-family,Suburban Cook
CITY OF EVANSTON,9257.0,515.0,0.05270159639787147,9772.0,2022,single-family,Suburban Cook
CITY OF HARVEY,6122.0,451.0,0.06861402708048076,6573.0,2022,single-family,Suburban Cook
CITY OF HICKORY HILLS,1758.0,99.0,0.05331179321486268,1857.0,2022,single-family,Suburban Cook
CITY OF HOMETOWN,1438.0,71.0,0.04705102717031146,1509.0,2022,single-family,Suburban Cook
CITY OF MARKHAM,3432.0,466.0,0.11954848640328374,3898.0,2022,single-family,Suburban Cook
CITY OF NORTH LAKE,2584.0,91.0,0.034018691588785045,2675.0,2022,single-family,Suburban Cook
CITY OF OAK FOREST,3804.0,208.0,0.0518444666001994,4012.0,2022,single-family,Suburban Cook
CITY OF PALOS HEIGHTS,1616.0,133.0,0.07604345340194396,1749.0,2022,single-family,Suburban Cook
CITY OF PALOS HILLS,1195.0,73.0,0.057570977917981075,1268.0,2022,single-family,Suburban Cook
CITY OF PARK RIDGE,7804.0,519.0,0.06235732308061997,8323.0,2022,single-family,Suburban Cook
CITY OF PROSPECT HEIGHTS,1613.0,99.0,0.05782710280373832,1712.0,2022,single-family,Suburban Cook
CITY OF ROLLING MEADOWS,3500.0,188.0,0.0509761388286334,3688.0,2022,single-family,Suburban Cook
CLEARING,5161.0,231.0,0.04284124629080119,5392.0,2022,single-family,Chicago
DOUGLAS,402.0,49.0,0.10864745011086474,451.0,2022,single-family,Chicago
DUNNING,9781.0,509.0,0.04946550048590865,10290.0,2022,single-family,Chicago
EAST GARFIELD PARK,633.0,83.0,0.11592178770949721,716.0,2022,single-family,Chicago
EAST SIDE,4504.0,144.0,0.03098106712564544,4648.0,2022,single-family,Chicago
EDGEWATER,1304.0,109.0,0.07714083510261854,1413.0,2022,single-family,Chicago
EDISON PARK,2952.0,174.0,0.05566218809980806,3126.0,2022,single-family,Chicago
ELK GROVE TWP,137.0,13.0,0.08666666666666667,150.0,2022,single-family,Suburban Cook
ENGLEWOOD,1932.0,338.0,0.14889867841409693,2270.0,2022,single-family,Chicago
FOREST GLEN,5206.0,300.0,0.05448601525608427,5506.0,2022,single-family,Chicago
FULLER PARK,185.0,25.0,0.11904761904761904,210.0,2022,single-family,Chicago
GAGE PARK,4510.0,129.0,0.027807717180426815,4639.0,2022,single-family,Chicago
GARFIELD RIDGE,9472.0,433.0,0.04371529530540131,9905.0,2022,single-family,Chicago
GRAND BOULEVARD,722.0,76.0,0.09523809523809523,798.0,2022,single-family,Chicago
GREATER GRAND CROSSING,3091.0,476.0,0.13344547238575835,3567.0,2022,single-family,Chicago
HANOVER TWP,296.0,10.0,0.032679738562091505,306.0,2022,single-family,Suburban Cook
HEGEWISCH,2341.0,73.0,0.03024026512013256,2414.0,2022,single-family,Chicago
HERMOSA,1907.0,68.0,0.034430379746835445,1975.0,2022,single-family,Chicago
HUMBOLDT PARK,3310.0,193.0,0.05509563231515843,3503.0,2022,single-family,Chicago
HYDE PARK,589.0,52.0,0.0811232449297972,641.0,2022,single-family,Chicago
IRVING PARK,4383.0,238.0,0.05150400346245401,4621.0,2022,single-family,Chicago
JEFFERSON PARK,4804.0,245.0,0.04852446028916617,5049.0,2022,single-family,Chicago
KENWOOD,637.0,82.0,0.11404728789986092,719.0,2022,single-family,Chicago
LAKE VIEW,1555.0,172.0,0.09959467284308049,1727.0,2022,single-family,Chicago
LEMONT TWP,854.0,81.0,0.08663101604278074,935.0,2022,single-family,Suburban Cook
LEYDEN TWP,2122.0,99.0,0.044574515983791085,2221.0,2022,single-family,Suburban Cook
LINCOLN PARK,1979.0,415.0,0.1733500417710944,2394.0,2022,single-family,Chicago
LINCOLN SQUARE,1952.0,114.0,0.05517909002904162,2066.0,2022,single-family,Chicago
LOGAN SQUARE,2758.0,211.0,0.07106769956214214,2969.0,2022,single-family,Chicago
LOWER WEST SIDE,855.0,78.0,0.08360128617363344,933.0,2022,single-family,Chicago
LYONS TWP,841.0,68.0,0.0748074807480748,909.0,2022,single-family,Suburban Cook
MAINE TWP,750.0,53.0,0.0660024906600249,803.0,2022,single-family,Suburban Cook
MCKINLEY PARK,1483.0,37.0,0.024342105263157894,1520.0,2022,single-family,Chicago
MONTCLARE,2197.0,84.0,0.03682595352915388,2281.0,2022,single-family,Chicago
MORGAN PARK,5307.0,507.0,0.08720330237358101,5814.0,2022,single-family,Chicago
MOUNT GREENWOOD,5589.0,273.0,0.0465711361310133,5862.0,2022,single-family,Chicago
NEAR NORTH SIDE,269.0,100.0,0.27100271002710025,369.0,2022,single-family,Chicago
NEAR SOUTH SIDE,28.0,5.0,0.15151515151515152,33.0,2022,single-family,Chicago
NEAR WEST SIDE,606.0,59.0,0.0887218045112782,665.0,2022,single-family,Chicago
NEW CITY,2677.0,181.0,0.06333100069979006,2858.0,2022,single-family,Chicago
NEW TRIER TWP,146.0,25.0,0.14619883040935672,171.0,2022,single-family,Suburban Cook
NORTH CENTER,1942.0,154.0,0.07347328244274809,2096.0,2022,single-family,Chicago
NORTH LAWNDALE,1155.0,88.0,0.07079646017699115,1243.0,2022,single-family,Chicago
NORTH PARK,2111.0,108.0,0.04867057232987832,2219.0,2022,single-family,Chicago
NORTHFIELD TWP,1115.0,101.0,0.08305921052631579,1216.0,2022,single-family,Suburban Cook
NORWOOD PARK,10036.0,551.0,0.05204496080098234,10587.0,2022,single-family,Chicago
NORWOOD PARK TWP,299.0,21.0,0.065625,320.0,2022,single-family,Suburban Cook
OAKLAND,161.0,11.0,0.06395348837209303,172.0,2022,single-family,Chicago
OHARE,546.0,39.0,0.06666666666666667,585.0,2022,single-family,Chicago
ORLAND TWP,643.0,53.0,0.07614942528735633,696.0,2022,single-family,Suburban Cook
PALATINE TWP,612.0,34.0,0.05263157894736842,646.0,2022,single-family,Suburban Cook
PALOS TWP,795.0,66.0,0.07665505226480836,861.0,2022,single-family,Suburban Cook
PORTAGE PARK,9065.0,484.0,0.050685935700073306,9549.0,2022,single-family,Chicago
PROVISO TWP,111.0,7.0,0.059322033898305086,118.0,2022,single-family,Suburban Cook
PULLMAN,1521.0,201.0,0.11672473867595819,1722.0,2022,single-family,Chicago
RICH TWP,407.0,28.0,0.06436781609195402,435.0,2022,single-family,Suburban Cook
RIVERDALE,255.0,35.0,0.1206896551724138,290.0,2022,single-family,Chicago
RIVERSIDE TWP,15.0,3.0,0.16666666666666666,18.0,2022,single-family,Suburban Cook
ROGERS PARK,967.0,59.0,0.057504873294346975,1026.0,2022,single-family,Chicago
ROSELAND,8773.0,1273.0,0.1267171013338642,10046.0,2022,single-family,Chicago
SCHAUMBURG TWP,428.0,23.0,0.050997782705099776,451.0,2022,single-family,Suburban Cook
SOUTH CHICAGO,3405.0,446.0,0.1158140742664243,3851.0,2022,single-family,Chicago
SOUTH DEERING,3500.0,478.0,0.12016088486676722,3978.0,2022,single-family,Chicago
SOUTH LAWNDALE,2933.0,133.0,0.04337899543378995,3066.0,2022,single-family,Chicago
SOUTH SHORE,2812.0,373.0,0.11711145996860282,3185.0,2022,single-family,Chicago
STICKNEY TWP,1063.0,47.0,0.04234234234234234,1110.0,2022,single-family,Suburban Cook
THORNTON TWP,270.0,25.0,0.0847457627118644,295.0,2022,single-family,Suburban Cook
UPTOWN,500.0,57.0,0.10233393177737882,557.0,2022,single-family,Chicago
VILLAGE OF ALSIP,2008.0,113.0,0.053276756247053275,2121.0,2022,single-family,Suburban Cook
VILLAGE OF ARLINGTON HEIGHTS,8645.0,557.0,0.06053031949576179,9202.0,2022,single-family,Suburban Cook
VILLAGE OF BARRINGTON,1090.0,111.0,0.09242298084929226,1201.0,2022,single-family,Suburban Cook
VILLAGE OF BARRINGTON HILLS,601.0,95.0,0.13649425287356323,696.0,2022,single-family,Suburban Cook
VILLAGE OF BARTLETT,1613.0,56.0,0.033553025763930495,1669.0,2022,single-family,Suburban Cook
VILLAGE OF BEDFORD PARK,180.0,4.0,0.021739130434782608,184.0,2022,single-family,Suburban Cook
VILLAGE OF BELLWOOD,4665.0,228.0,0.04659717964438995,4893.0,2022,single-family,Suburban Cook
VILLAGE OF BERKELEY,1475.0,55.0,0.03594771241830065,1530.0,2022,single-family,Suburban Cook
VILLAGE OF BRIDGEVIEW,2032.0,126.0,0.05838739573679333,2158.0,2022,single-family,Suburban Cook
VILLAGE OF BROADVIEW,2107.0,118.0,0.05303370786516854,2225.0,2022,single-family,Suburban Cook
VILLAGE OF BROOKFIELD,5428.0,291.0,0.050883021507256515,5719.0,2022,single-family,Suburban Cook
VILLAGE OF BUFFALO GROVE,1639.0,79.0,0.0459837019790454,1718.0,2022,single-family,Suburban Cook
VILLAGE OF BURNHAM,729.0,54.0,0.06896551724137931,783.0,2022,single-family,Suburban Cook
VILLAGE OF BURR RIDGE,715.0,75.0,0.0949367088607595,790.0,2022,single-family,Suburban Cook
VILLAGE OF CALUMET PARK,1814.0,151.0,0.07684478371501273,1965.0,2022,single-family,Suburban Cook
VILLAGE OF CHICAGO RIDGE,1453.0,75.0,0.04908376963350786,1528.0,2022,single-family,Suburban Cook
VILLAGE OF CRESTWOOD,1163.0,76.0,0.06133979015334948,1239.0,2022,single-family,Suburban Cook
VILLAGE OF DEER PARK,8.0,1.0,0.1111111111111111,9.0,2022,single-family,Suburban Cook
VILLAGE OF DIXMOOR,557.0,31.0,0.05272108843537415,588.0,2022,single-family,Suburban Cook
VILLAGE OF DOLTON,4400.0,585.0,0.11735205616850551,4985.0,2022,single-family,Suburban Cook
VILLAGE OF EAST HAZELCREST,236.0,33.0,0.12267657992565056,269.0,2022,single-family,Suburban Cook
VILLAGE OF ELK GROVE VILLAGE,5739.0,335.0,0.05515311162331248,6074.0,2022,single-family,Suburban Cook
VILLAGE OF ELMWOOD PARK,4700.0,234.0,0.047426023510336444,4934.0,2022,single-family,Suburban Cook
VILLAGE OF EVERGREEN PARK,6520.0,311.0,0.04552774117991509,6831.0,2022,single-family,Suburban Cook
VILLAGE OF FLOSSMOOR,1755.0,128.0,0.06797663303239511,1883.0,2022,single-family,Suburban Cook
VILLAGE OF FORD HEIGHTS,499.0,26.0,0.049523809523809526,525.0,2022,single-family,Suburban Cook
VILLAGE OF FOREST PARK,1627.0,105.0,0.06062355658198614,1732.0,2022,single-family,Suburban Cook
VILLAGE OF FORESTVIEW,231.0,7.0,0.029411764705882353,238.0,2022,single-family,Suburban Cook
VILLAGE OF FRANKLIN PARK,4862.0,175.0,0.034742902521342066,5037.0,2022,single-family,Suburban Cook
VILLAGE OF GLENCOE,2114.0,261.0,0.10989473684210527,2375.0,2022,single-family,Suburban Cook
VILLAGE OF GLENVIEW,5979.0,469.0,0.07273573200992556,6448.0,2022,single-family,Suburban Cook
VILLAGE OF GLENWOOD,1254.0,134.0,0.09654178674351585,1388.0,2022,single-family,Suburban Cook
VILLAGE OF GOLF,137.0,12.0,0.08053691275167785,149.0,2022,single-family,Suburban Cook
VILLAGE OF HANOVER PARK,2252.0,79.0,0.03389103389103389,2331.0,2022,single-family,Suburban Cook
VILLAGE OF HARWOOD HEIGHTS,1636.0,84.0,0.04883720930232558,1720.0,2022,single-family,Suburban Cook
VILLAGE OF HAZELCREST,2598.0,403.0,0.13428857047650783,3001.0,2022,single-family,Suburban Cook
